file_id,offset_hex,byte_length,jp_text,en_text,ru_text,de_text
ID00002,00002353,36,「まぁ、妹の私に対して、,"Well, since I'm your little sister,",,
ID00002,00002386,45,　この手のことに無頓着なのは、,"You're clueless, and that's cute.",,
ID00002,000023c2,48,　にい君のいいところだと思うよ」,I think it's one of your good points.,,
ID00002,0000273e,63,「ったく、ここで動画チェックしていいか？」,"Man, can I check my videos here?",,
ID00002,00002906,33,「もちろん。どぞどぞ」,Sure thing. Go ahead.,,
ID00002,00002d27,42,「ミスって不要な動画は…と」,I should delete unnecessary videos...,,
ID00002,00002ed4,36,「いいねー、こういうの」,"Nice, stuff like this.",,
ID00002,00002fa9,12,「ん？」,Hm?,,
ID00002,00003158,27,「同じテーブルで、,"same table,",,
ID00002,00003182,45,　お互いの趣味を持ち寄る感じ」,sharing our hobbies kinda thing.,,
ID00002,00003261,63,「…まぁ、そうだな。暇さえあれば、パソコン,"...Yeah, that's right. When you've got free time,",,
ID00002,000032af,54,　いじってるお前の気持ちがわかるよ。,you're always messing with your computer.,,
ID00002,000032f4,48,　動画も編集でパソコン使うしな」,I use mine for editing videos too.,,
ID00002,00003537,18,「いい傾向」,A good trend.,,
ID00002,00003577,42,「熱心になにやってんだよ？」,What are you so into?,,
ID00002,00003645,18,「ナイショ」,It's a secret,,
ID00002,000037b3,48,「教えると、人知を越える存在が、,"If I tell you, it could affect you in some way.",,
ID00002,000037f2,27,　なんらかの影響を,Beyond human comprehension.,,
ID00002,0000381c,39,　にい君に及ぼしかねない」,might be influenced by you.,,
ID00002,00003de6,51,「バンダナに封じられた左の太股が…,The left thigh bound with the bandana...,,
ID00002,00003e28,39,　疼いて、そう知らせてる」,is throbbing and telling me so.,,
ID00002,00003f6a,42,「はいはい、中二病、中二病」,"Okay, okay, middle schooler.",,
ID00002,000041c8,33,「む、スルーされたか」,M-Missed that one?,,
ID00002,000042a6,51,「にい君の無効化力には敵わないよ」,I can't compete with your nullifying power.,,
ID00002,000043f4,48,「敵わないのはお前の妄想力だ！」,Your imagination's the one I can't beat!,,
ID00002,00005022,36,「コーラ、もう一口くれ」,Can I have another sip of that Coke?,,
ID00002,000050ab,33,「もう飲んじゃったよ」,I already drank it.,,
ID00002,000050fa,30,「む、いつの間に…」,H-How did you...?,,
ID00002,0000517d,57,「もう１杯買って、ストロー２本差す？」,Buy another and put two straws in?,,
ID00002,000051e4,24,「差すかあっ！」,"Two straws, huh!",,
ID00002,00005261,42,「また無効化されたか…残念」,You nullified me again? Bummer...,,
ID00002,00005303,57,こうして、兄妹なかよく趣味にふけった。,And so we had fun together.,,
ID00003,0000138e,48,（ん？　家庭科室に人の気配が…）,Huh? Someone's in the home ec room...,,
ID00003,000017fa,39,「真奈、なにやってんだ？」,"Mina, what are you doing?",,
ID00003,00001863,12,「読書」,Reading.,,
ID00003,0000189d,48,「宿舎に帰って読めばいいだろ？」,Can't you read back in the dorm?,,
ID00003,000018fb,48,「続きが気になって読み出したら、,I started reading out of curiosity.,,
ID00003,0000193a,39,　帰るタイミングを逸した。,and missed my chance to go back.,,
ID00003,00001970,45,　この章を読み終わったら帰る」,I'll head back after I finish this chapter.,,
ID00003,00001d98,33,「なに読んでんだよ？」,What are you reading?,,
ID00003,00001de7,36,「『一千年の時を越えて、,"'Through a thousand years,",,
ID00003,00001e1a,57,　絶世の美少女魔法使いと冴えない俺は、,"a peerless magical girl and I,",,
ID00003,00001e62,33,　何度も恋に落ちる』」,fall in love again and again.,,
ID00003,00002060,18,「ラノベか」,'A light novel?',,
ID00003,00002199,15,「ふぅ…」,Sigh...,,
ID00003,00002ba4,60,「にい君……ラヴって……なんだと思う？」,'Bro-kun... what do you think 'love' is?',,
ID00003,00002e64,15,「ハァ？」,Huh?,,
ID00003,00002ea1,45,「時空を越えて、恋するふたり。,"Across time and space, two lovers.",,
ID00003,00002edd,54,　生まれ変わっても、必ず結ばれる…」,"No matter how many times reborn, together.",,
ID00003,0000311f,36,「運命って……信じる？」,Do you believe in fate...?,,
ID00003,00003488,45,「運命は……まぁ、あるかもな」,"Well, maybe there is such a thing as fate...",,
ID00003,000034e3,39,「なんで……私とにい君は、,Why did we end up as siblings...,,
ID00003,00003519,57,　兄妹として生まれてきたんだろうね？」,as Nii-kun and I?,,
ID00003,00003990,21,「ハァア！？」,Haa!?,,
ID00003,000039d3,42,「前世は、王国一の魔法使いと,"In our past lives, top mages.",,
ID00003,00003a0c,45,　従者だったかもしれないのに」,and her servant.,,
ID00003,00003e9f,30,「従者ってなんだ！？,What's a servant!?,,
ID00003,00003ecc,39,　兄を召し使い扱いかよ！」,You treat my brother like a servant?,,
ID00003,00003f21,36,「ううん、恋仲だったよ。,"No, we were lovers.",,
ID00003,00003f54,60,　にい君は、いざって時に頼りになる騎士」,My brother's a dependable knight in times of need.,,
ID00003,0000436d,51,「はいはい、ラノベに影響されすぎ」,"Sure, sure, you're too influenced by light novels.",,
ID00003,000043ce,51,「宇宙は広いよ。１千光年先の星から,The universe's vast.,,
ID00003,00004410,57,　見れば、地球は１千年前の姿をしてる」,you'd see Earth as it was a thousand years ago.,,
ID00003,000048c4,60,「前世も、現世も、来世も差がなく等価値。,All lives hold worth.,,
ID00003,0000490f,30,　真奈はそう思うな」,That's what Mana thinks.,,
ID00003,00004d11,48,「…想像力に溢れてるよ、お前は」,You're full of imagination.,,
ID00003,00004d6f,54,「そんなわけで、私に恋したであろう、,"So, if you remember your past life's memories",,
ID00003,00004db4,54,　前世の記憶を思い出したら言ってね」,of falling in love with me...,,
ID00003,000052ad,51,「思い出すかッ！　恋してねーし！」,Remember them! I didn't fall in love!,,
ID00003,0000530e,54,「まぁまぁ、恥ずかしがらなくてもー」,"Calm down, there's no need to be shy.",,
ID00003,00005523,39,「恥ずかしがってねーし！」,I'm not being shy!,,
ID00003,000055b3,48,「ったく、本に夢中になりすぎて、,"Damn it, get so caught up in books that",,
ID00003,000055f2,36,　遅くならないようにな」,you don't end up late.,,
ID00003,00005644,27,「ん…気をつける」,Hm... I'll be careful.,,
ID00003,00005939,24,「それじゃあな」,See ya.,,
ID00003,0000597f,36,「うん。またね、にい君」,"Yeah, see you later, Bro-kun.",,
ID00004,00002aa1,47,「あ、@str_000君、ここにいたのね」,"Hey, @str_000, you were here.",,
ID00004,00002dcd,57,「あ、プロデューサー、ここにいたのね」,"Oh, Producer, you were here.",,
ID00004,00003103,18,「御前さん」,Gozen-sama.,,
ID00004,00003143,24,「捜したのよ～。,I was looking for you~,,
ID00004,0000316a,48,　ちょっと聞きたいことがあって」,There's something I wanna ask.,,
ID00004,00003468,21,「なんです？」,What is it?,,
ID00004,00003610,42,「男の人の心理なんだけど…」,It's about guys' minds...,,
ID00004,00003668,63,「ズバリ！　濡れた水着と、濡れてない水着、,"Straight up! Wet swimsuits and dry ones,",,
ID00004,000036b6,30,　どっちが好き！？」,Which one do you like?,,
ID00004,000039d9,21,「ハァア！？」,Haa!?,,
ID00004,00003a1c,48,「ほら、グラビアって、ほとんどが,"Look, most of the time in swimsuit pics,",,
ID00004,00003a5b,45,　濡れてない水着の写真だけど、,it's pictures of dry swimsuits.,,
ID00004,00003a97,54,　たまに濡れてるのもあるじゃない？」,"Sometimes there are wet ones too, right?",,
ID00004,00003ed6,60,「あれって、どっちがきれいって思うの？」,Which one do you think is prettier?,,
ID00004,000041e0,18,「それは…」,It's...,,
ID00004,00004221,29,  濡れてない方ですね,  The dry one,,
ID00004,00004259,26,  濡れてる方です！,  The wet one!,,
ID00004,0000428e,23,  どっちも最高！,  Both are great!,,
ID00004,000042d1,48,「一般的には濡れてない方ですね」,Usually it's the dry one.,,
ID00004,0000432f,57,「あ、やっぱりそうなんだ。どうして？」,"Oh, so that's why. Why?",,
ID00004,00004771,42,「たぶんだけど、濡れない方が,I guess because it doesn't get wet.,,
ID00004,000047aa,60,　綺麗に見える水着が多いんじゃないかと」,looks prettier when it's not wet.,,
ID00004,00004814,36,「なるほど、そうかもね」,"Makes sense, I guess.",,
ID00004,00004b06,39,「濡れると、生地の色合いも,"When it gets wet, the fabric color",,
ID00004,00004b3c,30,　変わっちゃうしね」,changes too.,,
ID00004,00004d02,30,「濡れてる方です！」,It's the wet one!,,
ID00004,00004d4e,39,「そうなの？　どうして？」,Really? Why?,,
ID00004,00005043,45,「動画を録るなら、濡れてる方が,"If you're recording a video, the wet one",,
ID00004,0000507f,57,　水の動きが出て、よさそうですからね」,looks better with all that water movement.,,
ID00004,000050e6,63,「あ、なるほど。動画らしさがより出るよね」,"Oh, I see. It really shows in the video.",,
ID00004,0000535d,63,「どっちも最高！　濡れてない水着があるから,Both are amazing! The dry swimsuit makes,,
ID00004,000053ab,60,　濡れた水着が引き立つわけだし、どっちも,"the wet one stand out even more, so both",,
ID00004,000053f6,33,　欠かせないですよ！」,are essential!,,
ID00004,00005445,30,「うわ…力説ねぇ…」,Whoa... you really sold it...,,
ID00004,00005746,54,「フフッ、ありがと。参考になったよ。,"Hehe, thanks. That was helpful.",,
ID00004,0000578b,27,　それじゃあね～」,See ya~,,
ID00004,0000679a,47,「あ、@str_000君、ここにいたのね」,"Hey, @str_000, you were here.",,
ID00004,00006bb1,57,「あ、プロデューサー、ここにいたのね」,"Oh, Producer, you were here.",,
ID00004,00006fd2,18,「御前さん」,Gozen-sama.,,
ID00004,00007012,24,「捜したのよ～。,I was looking for you~,,
ID00004,00007039,48,　ちょっと聞きたいことがあって」,There's something I wanna ask.,,
ID00004,00007594,21,「なんです？」,What is it?,,
ID00004,000077b0,45,「男の人の心理なんですけど…」,It's just how guys think...,,
ID00004,0000780b,63,「ズバリ！　濡れた水着と、濡れてない水着、,"Straight up! Wet swimsuits and dry ones,",,
ID00004,00007859,30,　どっちが好き！？」,Which one do you like?,,
ID00004,00007b95,21,「ハァア！？」,Haa!?,,
ID00004,00007bd8,48,「ほら、グラビアって、ほとんどが,"Look, most of the time in swimsuit pics,",,
ID00004,00007c17,45,　濡れてない水着の写真だけど、,it's pictures of dry swimsuits.,,
ID00004,00007c53,54,　たまに濡れてるのもあるじゃない？」,"Sometimes there are wet ones too, right?",,
ID00004,00008092,60,「あれって、どっちがきれいって思うの？」,Which one do you think is prettier?,,
ID00004,0000839c,18,「それは…」,It's...,,
ID00004,000083dd,29,  濡れてない方ですね,  The dry one,,
ID00004,00008415,26,  濡れてる方です！,  The wet one!,,
ID00004,0000844a,23,  どっちも最高！,  Both are great!,,
ID00004,0000848d,48,「一般的には濡れてない方ですね」,Usually it's the dry one.,,
ID00004,00008619,57,「あ、やっぱりそうなんだ。どうして？」,"Oh, so that's why. Why?",,
ID00004,00008b96,42,「たぶんだけど、濡れない方が,I guess because it doesn't get wet.,,
ID00004,00008bcf,60,　綺麗に見える水着が多いんじゃないかと」,looks prettier when it's not wet.,,
ID00004,00008c39,36,「なるほど、そうかもね」,"Makes sense, I guess.",,
ID00004,00009090,39,「濡れると、生地の色合いも,"When it gets wet, the fabric color",,
ID00004,000090c6,39,　変わっちゃいますものね」,They can change like that.,,
ID00004,0000926b,30,「濡れてる方です！」,It's the wet one!,,
ID00004,000092ee,39,「そうなの？　どうして？」,Really? Why?,,
ID00004,000095e3,45,「動画を録るなら、濡れてる方が,"If you're recording a video, the wet one",,
ID00004,0000961f,57,　水の動きが出て、よさそうですからね」,looks better with all that water movement.,,
ID00004,00009686,63,「あ、なるほど。動画らしさがより出るよね」,"Oh, I see. It really shows in the video.",,
ID00004,000098fd,63,「どっちも最高！　濡れてない水着があるから,Both are amazing! The dry swimsuit makes,,
ID00004,0000994b,60,　濡れた水着が引き立つわけだし、どっちも,"the wet one stand out even more, so both",,
ID00004,00009996,33,　欠かせないですよ！」,are essential!,,
ID00004,00009b13,18,「うわぁ…」,Whoa...,,
ID00004,00009cef,18,「力説ねぇ」,You sold it.,,
ID00004,00009ee0,54,「フフッ、ありがと。参考になったよ。,"Hehe, thanks. That was helpful.",,
ID00004,00009f25,27,　それじゃあね～」,See ya~,,
ID00004,0000a2c8,21,「失礼します」,See you later.,,
ID00004,0000b2a9,45,（動画の参考か？　濡れた水着を,For the video ref?,,
ID00004,0000b2e5,48,　録らせてってのは、同じ女子でも,Even among girls...,,
ID00004,0000b324,42,　頼むの難しいと思うけど…）,),,
ID00004,0000b37c,12,「あ…」,...,,
ID00004,0000b667,30,「じとーーーーーー」,(Stare--),,
ID00004,0000b6b3,24,「な、なんだよ」,What's up?,,
ID00004,0000b70d,42,「女子の知り合い、増えたね」,'You've made some girl friends.',,
ID00004,0000b7e8,33,「部活に入ったからな」,"'I joined a club.',",,
ID00004,0000b885,51,「いい夏になりそうで、なにより…」,Looks like a good summer.,,
ID00004,0000bf19,60,（あ、行っちゃったよ。なんだってんだ？）,"(Oh, I went in already. What the hell?)",,
ID00005,0000304e,59,「@str_000く～ん、一緒にお昼行かな～い？」,"Hey @str_000-kun, wanna go to lunch together~?",,
ID00005,00003110,39,「えっ？　い、いいけど…」,Huh? I-I guess...,,
ID00005,00003165,48,「あ、私も一緒に行っていい～？」,"Ah, can I come too~?",,
ID00005,000031e1,18,「ええっ？」,What?,,
ID00005,00003221,24,「私も私も～！」,Me too! Me too!,,
ID00005,00003267,39,（な、なにが起こったんだ？,(What's going on here...),,
ID00005,0000329d,45,　女子の気まぐれはわからん…）,I don't get girls' moods...,,
ID00005,000035b8,30,「じとーーーーーー」,(Stare--),,
ID00005,00003604,18,「ま、真奈」,M-Mana,,
ID00005,00003772,42,「女の子に囲まれてお昼とは、,"Surrounded by girls for lunch, huh?",,
ID00005,000037ab,27,　見せつけるねぇ」,You're showing off.,,
ID00005,00003877,36,「な、なに言ってんだよ、,W-What are you talking about?,,
ID00005,000038aa,33,　クラスメイトだぞ？」,"We're classmates, right?",,
ID00005,0000392e,48,「この夏、急にモテモテなことで」,"This summer, I suddenly became popular...",,
ID00005,00003fd4,30,「行っちゃったよ…」,I went for it...!,,
ID00005,00004020,54,「ほら、こっちこっち～！　早く～！」,Come over here~! Hurry up~!,,
ID00005,00004084,18,「お、おう」,Y-Yeah.,,
ID00005,00004945,59,「@str_000、たまには一緒にお昼行かない？」,"Hey @str_000, wanna go to lunch together sometime?",,
ID00005,00004ae9,54,「お？　どういう風の吹き回しだよ？」,Huh? What's up with you?,,
ID00005,00004c7b,27,「勉強もいいけど、,"Studying is good,",,
ID00005,00004ca5,42,　たまには息抜きしないとね」,but you gotta take a break sometimes too.,,
ID00005,00004fb7,60,「そうそう、お前は根を詰めすぎなんだよ。,"That's right, you're working too hard.",,
ID00005,00005002,54,　昼休みは休憩するためにあるんだぞ」,"Breaks are for lunchtime, remember?",,
ID00005,000050b4,44,「はいはい、年中休憩の@str_000に,"Yeah yeah, @str_000 the break-taker.",,
ID00005,000050ef,33,　言われたくないわよ」,I don't want to hear it.,,
ID00005,0000530a,18,「うぐぐ…」,then.,,
ID00005,0000563c,30,「じとーーーーーー」,(Stare--),,
ID00005,00005688,18,「ま、真奈」,M-Mana,,
ID00005,000057f6,63,「女の子と一緒にお昼とは、見せつけるねぇ」,"Having lunch with a girl, are you showing off?",,
ID00005,000058e6,36,「な、なに言ってんだよ、,W-What are you talking about?,,
ID00005,00005919,33,　クラスメイトだぞ？」,"We're classmates, right?",,
ID00005,0000599d,48,「この夏、急にモテモテなことで」,"This summer, I suddenly became popular...",,
ID00005,00006043,30,「行っちゃったよ…」,I went for it...!,,
ID00005,0000684c,51,「どうしたの？　食堂、行くわよ？」,What's up? Let's go to the cafeteria.,,
ID00005,000069e8,18,「お、おう」,Y-Yeah.,,
ID00005,000072a9,50,「@str_000君、一緒にお昼行かない？」,"Wanna have lunch together, @str_000?",,
ID00005,00007309,45,「あ、相良さん！　行く行く！」,"Hey, Sagara! Let's go!",,
ID00005,0000758c,60,「莉子ちゃんも誘おうかと思ったんだけど、,"I was thinking of inviting Riko too,",,
ID00005,000075d7,30,　姿が見えなくて…」,but I couldn't find her...,,
ID00005,0000780c,24,「そ、そっか…」,"S-so, really...",,
ID00005,00007b44,30,「じとーーーーーー」,(Stare--),,
ID00005,00007b90,18,「ま、真奈」,M-Mana,,
ID00005,00007cfe,63,「女の子と一緒にお昼とは、見せつけるねぇ」,"Having lunch with a girl, are you showing off?",,
ID00005,00007dee,36,「な、なに言ってんだよ。,What're you talking about?,,
ID00005,00007e21,33,　クラスメイトだぞ？」,"We're classmates, right?",,
ID00005,00007ea5,48,「この夏、急にモテモテなことで」,"This summer, I suddenly became popular...",,
ID00005,0000853c,30,「行っちゃったよ…」,I went for it...!,,
ID00005,00008eaa,51,「どうかした？　早く食堂、行こっ」,You okay? Let's hurry to the cafeteria.,,
ID00005,000091b8,18,「あ、ああ」,"Ah, yeah.",,
ID00005,00009840,59,「@str_000、たまには一緒にお昼行かない？」,"Hey @str_000, wanna go to lunch together sometime?",,
ID00005,000098a9,30,「お？　いいけど？」,"Oh? Sure, if you want.",,
ID00005,0000a111,27,「あ、私も私もー」,Me too! Me too!,,
ID00005,0000a3ec,18,「美宇ちん」,Miu-chin,,
ID00005,0000a64f,54,「莉子ちゃん、今日はのんびりお昼？」,"Riko-chan, a relaxed lunch today?",,
ID00005,0000a7a3,51,「そっ。たまには息抜きしないとね」,Sure. We gotta take breaks sometimes.,,
ID00005,0000a8e3,63,「そうそう。せっかくのお昼休みなんだから、,"Yeah, yeah. Since it's a rare lunch break,",,
ID00005,0000a931,48,　勉強ばっかしてちゃダメだって」,we can't just study all the time.,,
ID00005,0000acb2,33,「そうもいかないわよ。,Can't do that.,,
ID00005,0000ace2,45,　学園にはライバルがいっぱい。,There are lots of rivals at school.,,
ID00005,0000ad1e,63,　油断するとすぐ追いつかれちゃうんだから」,You'll get caught up to if you slack off.,,
ID00005,0000b37d,45,「身近なところでは美宇ちんね。,"Miu-chin's right here, you know?",,
ID00005,0000b3b9,30,　テストの点なんか、,"Like test scores,",,
ID00005,0000b3e6,51,　ほとんど変わんない時があるもん」,sometimes they don't change at all.,,
ID00005,0000b8e9,57,「そんなことないって～。勉強苦手だし」,No way~. I suck at studying.,,
ID00005,0000bc16,54,「む…ってことは、勉強が得意なのは、,Huh... So you're good at studying?,,
ID00005,0000bc5b,36,　あのメガネってこと？」,That glasses-wearing guy?,,
ID00005,0000c1ac,45,「メガネ？　あはは、そうかも。,"Glasses? Haha, maybe.",,
ID00005,0000c1e8,60,　私の代わりに考えてくれてるのかもね～」,Maybe he's doing it in my place~,,
ID00005,0000c4c2,45,「はぁ…そんなメガネあったら、,"Phew... If there was a cheat like that,",,
ID00005,0000c4fe,27,　私が欲しいわよ」,I'd want one too.,,
ID00005,0000c7c3,48,「絶対バレないカンニングだよな」,It would be the ultimate undetectable cheating.,,
ID00005,0000cb31,30,「フフッ、ホントだ」,"Hehe, you're right.",,
ID00005,0000cc97,18,「アハハハ」,HAHAHA,,
ID00005,0000ccd7,12,「ん？」,Hm?,,
ID00005,0000d4be,30,「じとーーーーーー」,(Stare--),,
ID00005,0000d50a,18,「ま、真奈」,M-Mana,,
ID00005,0000d678,51,「きれいどころに囲まれてお昼とか、,"Surrounded by pretty girls for lunch,",,
ID00005,0000d6ba,27,　見せつけるねぇ」,You're showing off.,,
ID00005,0000d786,33,「な、なに言ってんだ？,W-What are you talking about?,,
ID00005,0000d7b6,33,　クラスメイトだぞ？」,"We're classmates, right?",,
ID00005,0000d83a,48,「この夏、急にモテモテなことで」,"This summer, I suddenly became popular...",,
ID00005,0000e1d2,33,「あ、行っちゃったよ」,"Oh, she's gone.",,
ID00005,0000e296,35,「真奈ちゃん、@str_000君に,"Mana-chan came to see @str_000-kun,",,
ID00005,0000e2c8,42,　会いに来たんじゃないの？」,didn't she?,,
ID00005,0000e8e9,54,「さあ…最近、なんか変なんだよなぁ」,I don't know... something feels off lately.,,
ID00005,0000eb6d,24,「どんな風に？」,How's she acting?,,
ID00005,0000ec22,63,（あれ？　反町と真奈って知り合いだったか？,"Oh, did Riko and Mahiro know each other?",,
ID00005,0000ec70,51,　…ああ、反町が入学したてのころ、,"...Yeah, when Sorimachi first joined,",,
ID00005,0000ecb2,24,　紹介したっけ）,I introduced them.,,
ID00005,0000ed25,51,「どんな風って…女子と話してると、,"What do you mean... When talking to girls,",,
ID00005,0000ed67,36,　遠くでじっと見てて…」,she just stares from afar...,,
ID00005,0000ef4c,51,「あれ？　今の、妹の真奈ちゃん？」,"Wait, was that my little sister, Mahiro?",,
ID00005,0000f1f8,24,「そうだけど…」,That's right...,,
ID00005,0000f2d9,63,（あれ？　反町と真奈って知り合いだったか？,"Oh, did Riko and Mahiro know each other?",,
ID00005,0000f327,48,　…ああ、反町が入学したての時、,"...Oh yeah, when Sorimachi first started school.",,
ID00005,0000f366,24,　紹介したっけ）,I introduced them.,,
ID00005,0000f5b5,53,「えっ、@str_000君って妹がいたんだ！」,"Whoa, you have a little sister, @str_000?",,
ID00005,0000f93c,30,「中等部の２年だよ。,You're in 2nd middle school.,,
ID00005,0000f969,39,　あんまり似てないだろ？」,"They don't really look alike, do they?",,
ID00005,0000fb72,30,「それは…そうかも」,Well... maybe not.,,
ID00005,0000ff1c,57,「似てなくて正解よ。よかったじゃない、,That's right.,,
ID00005,0000ff64,33,　あんなにかわいくて」,She's so cute.,,
ID00005,00010229,15,「はは…」,Heh...,,
ID00005,0001041a,48,「どうして行っちゃったんだろ？」,Why did she go off like that?,,
ID00005,000105fa,54,「さぁ…最近、なんか変なんだよなぁ」,Hmm... She's been acting weird lately.,,
ID00005,000107c3,24,「どんな風に？」,How's she acting?,,
ID00005,00010809,63,「女子と話してると、遠くでじっと見てて…」,She just stares.,,
ID00005,00010959,48,「あーあー、なーに言ってんのよ。,"Aaaah, what are you saying?",,
ID00005,00010998,45,　ちっとも変じゃないじゃない」,"Not at all, she's perfectly normal.",,
ID00005,00010d94,48,「フフッ、お兄ちゃんっ子なのね、,"Hehe, you're just a big brother girl...",,
ID00005,00010dd3,27,　真奈ちゃんって」,Mahiro-chan...,,
ID00005,0001104b,53,「@str_000君が離れて行っちゃうみたいで,It feels like @str_000 is leaving me behind.,,
ID00005,0001108f,21,　寂しいのよ」,I feel lonely.,,
ID00005,0001120d,54,「離れるもなにも、そんなベッタリした,We've always been close.,,
ID00005,00011252,33,　兄妹ってわけじゃ…」,Not exactly siblings...,,
ID00005,00011406,62,「それは、@str_000がそう思ってるだけでしょ？,"That's just because @str_000 feels that way, right?",,
ID00005,00011453,54,　彼女はそう思ってないんじゃない？」,I don't think she sees it that way herself.,,
ID00005,000118c9,39,「きっとすごく大切なのよ、,"She must really care about you a lot,",,
ID00005,000118ff,29,　@str_000君のことが」,@str_000-kun.,,
ID00005,00011bf7,15,「う～ん」,Hmm.,,
ID00005,00011cb9,39,「はぁ…女心に疎いわねぇ」,You don't get girls.,,
ID00005,00011d68,24,「うっさいぞー」,Shut up already.,,
ID00005,00011dc7,54,「フフッ、とりあえず食堂へ行かない？,"Hehe, let's head to the cafeteria first?",,
ID00005,00011e0c,27,　積もる話は後で」,We can catch up later.,,
ID00005,00012152,33,「そうしよ、そうしよ。,"Yeah, yeah, let's go.",,
